 INTERPRETE, TITULO, SELLO, ESTILO, LUGAR DE COMPRA
 RETRO EP, V.A., TETSUO RECORDS, TRANCE, MUSIC RESEARCH
 REVERB feat FLASH GORDON, PROVIDENCE, MASSIVE, TRANCE, MUSIC MAIL
 REVIL O feat LISA, FLY AWAY, DOS OR DIE RECORDINGS, TRANCE, MUSIC HEAD
 RICK AIR & BASEMAN, THE VOICE OF LOVE, TECHNOCLUB RECORDS, TRANCE, MUSIC HEAD
 RIVA, STRINGER, ALIEN RECORDINGS, TRANCE, MUSIC MAIL
 RMB, SPRING, MAX MUSIC, HARDTRANCE, FANTASIA
 RMB, DEEP DOWN BELOW, SILVER RECORDINGS, TRANCE, MUSIC MAIL
 RMB, HORIZON, SILVER RECORDINGS, TRANCE, MUSIC MAIL
 RMF, ENERGIZED, 23 FRANKFURT RECORDS, TRANCE, FANTASIA
 ROB SEARLE vs VINYL BABY, LOVIN' YOU, ETC RECORDINGS, TRANCE, FANTASIA
 ROBERT MILES, CHILDREN   , BOY RECORDS, TECHNO, FANTASIA
 ROBIN S, I WANT TO THANK YOU, ARCADE MUSIC, DANCE, FANTASIA
 ROBOTNICO, BACKFIRED 2000, INSOLENT TRACKS, TRANCE, FANTASIA
 RODD-Y-LER, LIFESIGNS, BIT PROGRESSIVE, TRANCE, FANTASIA
 RODD-Y-LER, NIGHTFLIGHT, RED ALERT, TRANCE, MUSIC MAIL
 ROEF, OUTTHERE, BYTE RECORDS, TECHNO, FANTASIA
 RON HAGEN & PASCAL M, FOREVER, ELECTROPOLIS, TRANCE, PLASTIC
 RON HAGEN & PASCAL M, TAKE YOU THERE, JINX RECORDS, TRANCE, FANTASIA
 RON HAGEN & PASCAL M, ON A STREAM, JINX RECORDS, TRANCE, MUSIC MAIL
 ROSABEL, LA PUTA, MAX MUSIC, DANCE, FANTASIA
 ROTTERDAM TERROR CORPS, THE MIX, MEGARAVE RECORDS, HARDCORE, MEGARAVE RECORDS
 ROTTERDAM TERROR CORPS, YOU'RE DEALING WITH, MEGARAVE RECORDS, HARDCORE, MEGARAVE RECORDS
 ROUGHAGE 5, SCANNED STATE, MADE IN DJ, HARDTRANCE, FANTASIA
 ROXANNE, WITHOUT YOU, DIG IT, EURODANCE, FANTASIA
 ROYAL HYPE, TO BE THERE, TRANCE CHIP RECORDS, HARDTRANCE, FANTASIA
 RUI DA SILVA feat CASSANDRA, TOUCH ME, KISMET RECORDS, HOUSE, PLASTIC
 S.H.O.K.K., ISN'T IT ALL A LITTLE STRANGE, PULSE RECORDS, TRANCE, OVERDOSE
 S.O.S., JOAN OF ARC, BIT MUSIC, MAKINA, FANTASIA
 SAMMY, FUTURE IS PRESENT, QUALITY RECORDS, MAKINA, PLASTIC
 SAN, FEEL MY LOVE, IN TRANCE WE TRUST, TRANCE, FANTASIA
 SANITY, WELCOME TO PARADISE, EDM RECORDS, TRANCE, MUSIC MAIL
 SASH, ECUADOR, BOY RECORDS, EURODANCE, FANTASIA
 SASH, STAY, BOY RECORDS, EURODANCE, FANTASIA
 SASH, ADELANTE, MULTIPLY RECORDS, TRANCE, MUSIC MAIL
 SAUCERMEN, AQUARIUS, SERIAL KILLER VYNIL, TECHNO, FANTASIA
 SAVAGE, DON'T YOU WANT ME, BLANCO Y NEGRO, EURODANCE, FANTASIA
 SCANNERS, GUN SHY, BIT MUSIC, MAKINA, FANTASIA
 SCANNERS, PURE, BIT MUSIC, MAKINA, FANTASIA
 SCHILLER, RUHE, ZEITGEIST, TRANCE, MUSIC MAIL
 SCION, THE BOTTOM OF EUROPE, MAX MUSIC, TECHNO HOUSE, FANTASIA
 SCOOPEX, IN MY DREAM, CIRCLES, HARDTRANCE, MUSIC MAIL
 SCOOTER, MOVE YOUR ASS REMIXES, EDEL MUSIC, HAPPY HARDCORE, FANTASIA
 SCOOTER, FRIENDS, EDEL MUSIC, HAPPY HARDCORE, FANTASIA
 SCOOTER, LET ME BE YOUR VALENTINE, EDEL MUSIC, HAPPY HARDCORE, FANTASIA
 SCOOTER, THE AGE OF LOVE, EDEL MUSIC, TRANCE, PLASTIC
 SCOOTER, NO FATE, EDEL MUSIC, TRANCE, FANTASIA
 SCOOTER, CALL ME MAÑANA, EDEL MUSIC, TECHNO, FANTASIA
 SCORPIA, HYPNOSE, MAS VOLUMEN, MAKINA, FANTASIA
 SCOTT BROWN, ECSTASY, FOG AREA RECORDS, HARDTRANCE, FANTASIA
 SCRATCH, SCRATCH   , MAX MUSIC, MAKINA, FANTASIA
 SCREW SPANNER, TRIPPIN' ON LOVE, ILLUMINATE RECORDS, TRANCE, MUSIC MAIL
 SEB, RAINBOW ISLANDS, BLANCO Y NEGRO, HAPPY HARDCORE, FANTASIA
 SECILIA, AS GOOD AS YOUR   , BASIC BEAT RECORDS, TRANCE, FANTASIA
 SECILIA, AS GOOD AS YOUR REMIXES, CLUB CULTURE, TRANCE, MUSIC MAIL
 SECOND DIMENSION, INTO YOUR MIND, REALITY BITES RECORDS, HARDTRANCE, FANTASIA
 SECOND DIMENSION, THE MAGNIFICIENT, REALITY BITES RECORDS, HARDTRANCE, FANTASIA
 SECRET POWER, LET ME DOWN, CONTRASEÑA RECORDS, MAKINA, FANTASIA
 SEE THREE, PART OF MY LIFE, TIME UNLIMITED, TRANCE, FANTASIA
 SENSITY WORLD, GET IT UP, MAX MUSIC, MAKINA, FANTASIA
 SENSITY WORLD, THE WORLD WON'T STOP, ESSENTIAL SOUND, DANCE, FANTASIA
 SENSITY WORLD, X-TASY IN PARADISE, ESSENTIAL SOUND, DANCE, FANTASIA
 SEQUENTIAL ONE, DREAMS, MAX MUSIC, TRANCE, CORTE INGLES
 SEQUENTIAL ONE, INSPIRATION VIBES, CLUBBGROOVE RECORDS, TRANCE, FANTASIA
 SEQUENTIAL ONE, ANGELS  , DO IT YOURSELF, TRANCE, CORTE INGLES
 SERAQUE, WANDERING STARS, CAPTIVATING SOUNDS, TRANCE, MUSIC HEAD
 SHADOWS OF PARADISE, SHADOWS OF PARADISE, TRANCE EUROPE, TRANCE, MUSIC MAIL
 SHAH SX, COSMICA '98, INTERCORD TON GMBH, TECHNO HOUSE, INTERCORD
 SHINE, FEELINGS, DESTINED RECORDS, TRANCE, PLASTIC
 SHINOBI, YMARTHA, QUALITY RECORDS, TECHNO HOUSE, QUALITY
 SIGMA, LISTEN TO THE BEAT, BIT MUSIC, MAKINA, FANTASIA
 SIGNUM, WHAT YA GOT 4 ME, INSOLENT TRACKS, TRANCE, PLASTIC
 SIGNUM, PRESSURE, TIDY TRAX, TRANCE, FANTASIA
 SIGNUM, SOLAR LEVEL, JINX RECORDS, TRANCE, MUSIC MAIL
 SIGNUM, FIRST STRIKE, JINX RECORDS, TRANCE, MUSIC HEAD
 SIGNUM, FIVE YARDS, JINX RECORDS, TRANCE, MUSIC HEAD
 SIGNUM, CURA ME, SILVER PREMIUM, TRANCE, MUSIC HEAD
 SIGNUM feat KATANA, THIRD DIMENSION, SILVER PREMIUM, TRANCE, MUSIC HEAD
 SIGNUM feat SCOTT MAC, COMING ON STRONG, JINX RECORDS, TRANCE, FANTASIA
 SILENCER, FANTASY, DANCE STREET, TRANCE, MUSIC MAIL
 SILENCER, FANTASY, BOY RECORDS, TRANCE, FANTASIA
 SILICON BEATS, MUSIC MACHINE, INTERCORD TON GMBH, HOUSE, INTERCORD
 SILVER SHADOW, HIGH SOCIETY, ZEITGEIST, TRANCE, FANTASIA
 SIN WITH SEBASTIAN, SHUT UP, BMG ARIOLA, EURODANCE, FANTASIA
 SINAPSI, AMETHYST, PRG, TECHNO, CODIGO RECORDS
 SINTESIS, MUNDO DISCO, MAKINARIA, MAKINA, FANTASIA
 SISTEMA 3, LISTEN   , BIT MUSIC, MAKINA, FANTASIA
 SISTEMA 3, GRAZING THE OVER, MAX MUSIC, MAKINA, FANTASIA
 SISTEMA 3, TO THE HOUSE BEAT, MAX MUSIC, MAKINA, FANTASIA
 SISTEMA 3, TIRA, MAX MUSIC, MAKINA, FANTASIA
 SISTEMA 3, CHUPA   , ADN SOUND, MAKINA, FANTASIA
 SISTEMA 3, JUMPING, ADN SOUND, MAKINA, FANTASIA
 SISTEMA 3, SISTEMA3MANIA, ADN SOUND, MAKINA, FANTASIA
 SKANDALO, SMASHING AND DRILLING, CONTRASEÑA RECORDS, MAKINA, FANTASIA
 SKIPPER, STUGGLE FOR PLEASURE, MADE IN DJ, TECHNO, FANTASIA
 SKORIA," WEKE, WEKE", MAS VOLUMEN, MAKINA, FANTASIA
 SKR 309, MASCHINENTANZ, CBR TRAXXX, TRANCE, FANTASIA
 SKYLAB, VIRUS, REEF RECORDINGS, TRANCE, MUSIC MAIL
 SKYSURFER, COLORS, TEMPROGRESSIVE, TRANCE, DICMUSIC
 SLASHING FUNKIDS, EVIL, MAKINARIA, HARDTRANCE, FANTASIA
 SLIPSTREAM, READY TO FLOW  , FUTURE RECORDINGS, TRANCE, FANTASIA
 SLOT MACHINE, FLASHBACK, GO FOR IT, TRANCE, FANTASIA
 SNACK, OVERDOSE REMIXES, CNR MUSIC, TRANCE, FANTASIA
 SNACK vs UWE HACKER, DAMPFRAMME, NOOM RECORDS, TRANCE, CODIGO RECORDS
 SNOW, INFORMER, EAST WEST RECORDS, RAP, FANTASIA
 SOLANGE, MESSAGES, GLOBAL CUTS, TRANCE, FANTASIA
 SOLAR EMPIRE, BACK IN TIME, HAREM RECORDS, TRANCE, MUSIC MAIL
 SOLAR SYSTEM, ALWAYS WITH YOU, INSOLENT TRACKS, PROGRESSIVE, FANTASIA
 SOLID SLEEP, COSMIC ORGASM, DRIZZLY RECORDS, TRANCE, FANTASIA
 SOLID SLEEP, HEARTBEAT, DRIZZLY RECORDS, TRANCE, FANTASIA
 SONAR IMPULSE, THE DOOR TO ETERNITY, BIT MUSIC, TECHNO, FANTASIA
 SONIC EXPERIENCE, FEELINGS, DRIZZLY RECORDS, TRANCE, FANTASIA
 SONIC INC , I FEEL FOR YOU, DMD, TRANCE, MUSIC HEAD
 SONIQUE  , SKY, UNIVERSAL RECORDS, DANCE, FANTASIA
 SONIQUE DEE, I NEED SOMEBODY, RED ALERT, TRANCE, MUSIC MAIL
 SONORO, GET UP & DANCE, MAX MUSIC, DANCE, FANTASIA
 SOSA, THE WAVE REMIXES, TETSUO RECORDS, TRANCE, MUSIC RESEARCH
 SOULDIERS, THIS IS NOT AMERICA, INTERCORD TON GMBH, TECHNO HOUSE, INTERCORD
 SOUND INC, AHEAD, REALITY BITES RECORDS, HARDTRANCE, MUSIC MAIL
 SOUND STRUCTURE, NO LIMITS, PIAS RECORDS, HARDTRANCE, PLASTIC
 SOUND STRUCTURE, D-RAY, PIAS RECORDS, HARDTRANCE, PIAS RECORDS
 SOUND STRUCTURE, D-RAY, RUNNER RECORDS, HARDTRANCE, PLASTIC
 SOUND STRUCTURE, ABSOLUTION, PIAS RECORDS, HARDTRANCE, PIAS RECORDS
 SOUNDCHECK, MINDDRIVE, TSUNAMI RECORDS, TRANCE, MUSIC MAIL
 SOURCE T-10 feat DJ MOE, ASITA, MODEM RECORDS, TRANCE, PLASTIC
 SOUTH WEST, THE FUTURE, DISTRICT RECORDS, TECHNO HOUSE, CORTE INGLES
 SOUTHSIDE SPINNERS, LUVSTRUCK, INSOLENT TRACKS, TECHNO HOUSE, FANTASIA
 SPACE B,,, TRANCE, FANTASIA
 SPACE FROG, LOST IN SPACE '98, VIRGIN RECORDS, TRANCE, FANTASIA
 SPACEKID, WONDERFUL, CNR MUSIC, TECHNO, FANTASIA
 SPANIC, SISTER GOLDEN HAIR, LUCAS RECORDS, MAKINA, FANTASIA
 SPECTRUM, TELL ME WHEN, MAX MUSIC, MAKINA, FANTASIA
 SPEED LIMIT, DON'T GIVE ME UP, MAX MUSIC, MAKINA, FANTASIA
 SPEED LIMIT, PARADISE, MAX MUSIC, MAKINA, FANTASIA
 SPEED LIMIT, REMEMBER, MAX MUSIC, MAKINA, FANTASIA
 SPEED LIMIT, A CRY FOR YOUR LOVE, MAX MUSIC, MAKINA, FANTASIA
 SPELLBOUND, UNIVERSE OF LIFE, OVERDOSE, TRANCE, FANTASIA
 SPLIT 909, YE-BO!, DELTA CITY RECORDS, TECHNO, FANTASIA
 SPOILED & ZIGO, MORE AND MORE, INSOLENT TRACKS, TRANCE, FANTASIA
 SPX, STRAIGHT TO THE POINT, HOOK RECORDINGS, TRANCE, FANTASIA
 SQ1, CAN YOU FEEL ...., KONTOR RECORDS, TECHNO, PLASTIC
 STACATTO," PIANO, PIANO", EPOCCA MUSIC RECORDS, MAKINA, FANTASIA
 STARGATE, BACK IN TIME, HAREM RECORDS, HARDTRANCE, FANTASIA
 STATION 27, MOVE IT UP, MOON RECORDS, MAKINA, FANTASIA
 STATION 27, EMOTION, MOON RECORDS, MAKINA, FANTASIA
 STATUS, BREAK THE SILENCE, MAX MUSIC, MAKINA, FANTASIA
 STATUS, NO MORE PRESSURE, MAX MUSIC, MAKINA, FANTASIA
 STEPHAN MASSIMO, ANYTIME AND ANYWHERE, MAX MUSIC, EURODANCE, FANTASIA
 STEVE BAKER, LOST IN TRANCE, TIME UNLIMITED, TRANCE, PLASTIC
 STEVE BLAKE, EXPRESSION, TIDY TRAX, TRANCE, FANTASIA
 STORM, STORM, INSOLENT TRACKS, TRANCE, FANTASIA
 STORM, HURI-KHAN, INSOLENT TRACKS, TRANCE, FANTASIA
 STORM, LOVE IS HERE TO STAY, DANCE DIVISION, TRANCE, MUSIC MAIL
 STORM, LOVE IS HERE TO STAY (BLANK & JONES REMIX), DANCE DIVISION, TRANCE, FANTASIA
 STORM, STORMANIMAL, ZEITGEIST, TRANCE, MUSIC MAIL
 STORM, WE LOVE, ZEITGEIST, TRANCE, MUSIC HEAD
 SUBSONIK, LIQUID ENERGY, BIT PROGRESSIVE, PROGRESSIVE, FANTASIA
 SUBURB SONICS, HOT LIKE THE SUN, PIAS RECORDS, HARDTRANCE, FANTASIA
 SUN DECADE, I'M ALONE, EUPHONIC, TRANCE, MUSIC HEAD
 SUNBEAM, OUTSIDE WORLD, BOY RECORDS, HARDTRANCE, FANTASIA
 SUNBEAM, EP OF HIGH ADVENTURE, BOY RECORDS, HARDTRANCE, FANTASIA
 SUNBEAM, LOVE IS PARADISE, EXPANDED MUSIC, HARDTRANCE, FANTASIA
 SUNBEAM, ARMS OF HEAVEN, URBAN, TRANCE, FANTASIA
 SUNBEAM, DREAMS, MAX MUSIC, TRANCE, FANTASIA
 SUNBEAM, OUTSIDE WORLD '99, KONTOR RECORDS, TRANCE, PLASTIC
 SUNBEAM, ONE MINUTE IN HEAVEN, CYBER MUSIC, TRANCE, FANTASIA
 SUNBEAM, DO IT, KONTOR RECORDS, TRANCE, MUSIC MAIL
 SUNBEAM, WAKE UP, CYBER MUSIC, TRANCE, FANTASIA
 SUNBEAM, LIGHTYEARS, KONTOR RECORDS, TRANCE, MUSIC HEAD
 SUNCHILD, NIÑO DEL SOL, QUICKEY RECORDS, TRANCE, MUSIC MAIL
 SUNDAY AFTERNOON, FUNKY MUSIQUE REMIXES, SILVEREYE RECORDINGS, TRANCE, PLASTIC
 SUNSCREEM, EXODUS, BONZAI TRANCE, TRANCE, FANTASIA
 SUPER LUX, ELECTRICITY, CNR MUSIC, MAKINA, FANTASIA
 SUPER LUX, EMOTION, CNR MUSIC, MAKINA, FANTASIA
 SUPER LUX, OVIFORMIA, CNR MUSIC, MAKINA, FANTASIA
 SUPER SPACE, TRANCE FORCE, DJ'S AT WORK, HARDTRANCE, FANTASIA
 SUREAL, YOU TAKE MY BREATH AWAY, RADIANT RECORDS, TRANCE, MUSIC MAIL
 SVEN-R-G, GOIN' CRAZY, AQUALOOP RECORDINGS, TRANCE, MUSIC HEAD
 SVENSON, LET ME TAKE YOU ON A TRIP, DANCE OPERA, PROGRESSIVE, FANTASIA
 SVENSON, ACCELERATION, ORBIT-A RECORDS, PROGRESSIVE, PLASTIC
 SVENSON, CLUBBING ON SUNSHINE, AQUALOOP RECORDINGS, TRANCE, MUSIC MAIL
 SVENSON & GIELEN, THE BEAUTY OF SILENCE, DOS OR DIE RECORDINGS, TRANCE, MUSIC MAIL
 SVENSON & GIELEN, TWISTED, ID&T MUSIC BV, TRANCE, MUSIC MAIL
 SVENSON & GIELEN, WE KNOW WHAT YOU DID, JIVE RECORDS, TRANCE, MUSIC HEAD
 SVENSON & GIELEN, WE KNOW WHAT YOU DID REMIXES, JIVE RECORDS, TRANCE, MUSIC HEAD
 SVENSON & GIELEN, WE KNOW WHAT YOU DID REMIXES, JIVE RECORDS, TRANCE, DEEJAY
 SVENSON & GIELEN, ANSWER THE QUESTION, ID&T MUSIC BV, TRANCE, MUSIC HEAD
 SWAM & BASSLINER, MOONPHASE, DMD, TRANCE, FANTASIA
 SWEET DROP, HUMAN NATURE, VENDETTA RECORDS, TECHNO HOUSE, CORTE INGLES
 SYNCHRO, ILLOGICAL SIMMETRY, ALGO SALVAJE, TECHNO, FANTASIA
 SYRINXX, EXXTASY, MASSIVE, HARDTRANCE, MUSIC MAIL
 SYSTEM F, OUT OF THE BLUE, TSUNAMI RECORDS, TRANCE, FANTASIA
 SYSTEM F, OUT OF THE BLUE REMIXES, TSUNAMI RECORDS, TRANCE, CODIGO RECORDS
 SYSTEM F, CRY, INSOLENT TRACKS, TRANCE, FANTASIA
 SYSTEM F, NEEDLE JUICE, TSUNAMI RECORDS, TRANCE, MUSIC HEAD
 SYSTEM F, SOLSTICE, TSUNAMI RECORDS, TRANCE, MUSIC HEAD
 SYSTEM F feat ARMIN, EXHALE, TSUNAMI RECORDS, TRANCE, MUSIC MAIL
 SYSTEM FAITH, PAITH OF GOD, EDM RECORDS, TRANCE, MUSIC HEAD
 T2, 8:15 TO NOWHERE, TETSUO RECORDS, TRANCE, MUSIC RESEARCH
 T2F, I BELIEVE, PYROCLASTICA RECORDS, TRANCE, MUSIC HEAD
 T66, DANCING BOX, ACCELERATION, MAKINA, CORTE INGLES
 TALEESA, I FOUND LUV, MAX MUSIC, EURODANCE, FANTASIA
 TALEESA, LET ME BE  , MAX MUSIC, EURODANCE, FANTASIA
 TALES of DJ PHILIP, ALL NIGHT LONG, FOG AREA TRANCE, TRANCE, MUSIC MAIL
 TALLA 2XLC, IS ANYBODY OUT THERE?, TETSUO RECORDS, TRANCE, MUSIC RESEARCH
 TALLA 2XLC, THE WORLD IN MY EYES, URBAN, TRANCE, MUSIC MAIL
 TALLA 2XLC, THE WORLD IN MY EYES REMIXES, URBAN, TRANCE, MUSIC MAIL
 TALLA 2XLC, DARKNESS, NUTRANCE RECORDS, TRANCE, MUSIC HEAD
 TALLA 2XLC, CAN YOU FEEL THE SILENCE, CLUB CULTURE, TRANCE, MUSIC HEAD
 TALLA 2XLC, COME WITH ME, CLUB CULTURE, TRANCE, MUSIC HEAD
 TALLA meets TOM WAX, ENERGY, TETSUO RECORDS, HARDTRANCE, MUSIC RESEARCH
 TALLA vs TAUCHER, TOGETHER, SUCK ME PLASMA, TRANCE, MUSIC RESEARCH
 TANTRA, WEEKEND, MARDUK RECORDS, TECHNO, FANTASIA
 T.B.R., YOU KNOW, ILLUMINATE RECORDS, TRANCE, MUSIC MAIL
 TECHNOTRONIC, GET UP!, MAX MUSIC, DANCE, SEGUNDA MANO
 TEKKNO BY PASS, IT'S A GREAT FUN, ACCELERATION, MAKINA, FANTASIA
 TEMPLE OF FORTUNE, QUIT SAFE, SPACE TRAXX, TRANCE, PLASTIC
 TEN INCH, SPLASH, GO FOR IT, TRANCE, FANTASIA
 TERMINAL, POEM WITHOUT WORDS, MAX MUSIC, MAKINA, FANTASIA
 TERMINAL, POEM WITHOUT WORDS REMIXES, MAX MUSIC, MAKINA, FANTASIA
 TERRA & STEVENS, ONE, MODEM RECORDS, TRANCE, MUSIC MAIL
 TERRA V, SPIRIT OF JOY, BLUTONIUM RECORDS, TRANCE, MUSIC MAIL
 TERRA WAN, I KNOW, BOY RECORDS, EURODANCE, FANTASIA
 TESOX, GO AHEAD LONDON, MADE IN DJ, TECHNO, TRACK RECORDS
 THA PUMPKINS, TAKE ME   , ONE WAY RECORDS, TRANCE, FANTASIA
 THE 7TH PLANE, CALL DIVERTING, PRG, TECHNO, CODIGO RECORDS
 THE ACT, SOMETHING ABOUT U REMIXES, SPOT ON RECORDS, TECHNO, FANTASIA
 THE ADMIRALS, THE ADMIRALS, BOY RECORDS, MAKINA, FANTASIA
 THE ADVENTIST, INFINITE, TETSUO RECORDS, TRANCE, MUSIC RESEARCH
 THE AGE OF LOVE, THE AGE OF LOVE, BLANCO Y NEGRO, TECHNO, PLASTIC
 THE ATLEX, FORBIDDEN SITE, DJ'S AT WORK, HARDTRANCE, FANTASIA
 THE BLACKMASTER, CLUB CONFIDENTIAL, BONZA UK RECORDS, TRANCE, PLASTIC
 THE BONZAI EP, V.A., BOY RECORDS, TRANCE, FANTASIA
 THE BONZAI EP 2, V.A., BOY RECORDS, TRANCE, FANTASIA
 THE C.A.L. II PROJECT, PROVIDE, FOG AREA LIMITED, HARDTRANCE, FANTASIA
 THE CHEMICAL BROTHERS, HEY BOY HEY GIRL, VIRGIN RECORDS, TECHNO, CORTE INGLES
 THE DIFFERENCE, FUNNY WALKER, MAX MUSIC, TECHNO HOUSE, PLASTIC
 THE FALL, THE FALL, TUNNEL RECORDS, HARDTRANCE, FANTASIA
 THE FLATLINERS, I CAN READ YOUR MIND, QUADROPHON RECORDS, TRANCE, MUSIC MAIL
 THE FREE, LOVER ON THE LINE, SONY MUSIC, EURODANCE, FANTASIA
 THE GENERATOR, WHERE ARE YOU NOW, POLAR STATE, PROGRESSIVE, PLASTIC
 THE KING OF HOUSE, THE BIRD, MD RECORDS, MAKINA, FANTASIA
 THE KING OF HOUSE, DRUM FIRE, MD RECORDS, MAKINA, FANTASIA
 THE KONK, FLOG, RED ALERT, HARDTRANCE, FANTASIA
 THE MONTINI EXPERIENCE II, ASTROSYN EP, MADE IN DJ, HARDTRANCE, FANTASIA
 THE MONTINI EXPERIENCE II, ASTROSYN REMIXES, MADE IN DJ, HARDTRANCE, FANTASIA
 THE MONTINI EXPERIENCE III, ROCK YOUR BODY, MADE IN DJ, HARDTRANCE, FANTASIA
 THE POSTMAN, I DISS YOU, RED ALERT, TRANCE, FANTASIA
 THE PROJECT, MELTDOWN, CHUG'N BUMP RECORDS, TECHNO, FANTASIA
 THE PROMISE OF FUTURE, THE PROMISE OF FUTURE, MUSIC TEACHER'S, MAKINA, FANTASIA
 THE RHYTHM ANTHEM, D! ZONE, CONTRASEÑA RECORDS, MAKINA, FANTASIA
 THE RHYTHM SECTION, YOU CAN FEEL, IDM PRODUCTIONS, EURODANCE, FANTASIA
 THE ROBOT, DIE GEBURT, MINDWORX RECORDINGS, TRANCE, INTERGROOVE
 THE ROLLING STONES, ANYBODY SEEN MY BABY, VIRGIN RECORDS, POP ROCK, HIT XOP
 THE SENSE, CONTRADICTION, H&G RECORDS, TRANCE, PLASTIC
 THE SNAPPER, PULSAR, BONZAI TRANCE, TRANCE, FANTASIA
 THE SPACE BROTHERS, HEAVEN WILL COME, MANIFESTO, TRANCE, FANTASIA
 THE SPY, THE PERSUADERS THEME, MAX MUSIC, TECHNO, FANTASIA
 THE THRILLSEEKERS, DREAMING OF YOU REMIXES, CODE BLUE, TRANCE, MUSIC HEAD
 T.H. EXPRESS, I'LL BE YOUR NUMBER ONE, HOTLINE RECORDS, EURODANCE, FANTASIA
 THOMA HOUSE, THE SOUND OF P, FERPAS MUSIC, MAKINA, PLASTIC
 THOMA HOUSE, ECOLOGICAL GAS, FERPAS MUSIC, MAKINA, FANTASIA
 THOMAS KRAUTTMANN, BONZAILEAD, BLUTONIUM RECORDS, TRANCE, MUSIC MAIL
 THOMAS KRAUTTMANN, MOMENTS  , BLUTONIUM RECORDS, TRANCE, MUSIC MAIL
 THREE'N ONE, RISE & SHINE, NEXTFIRE, TRANCE, FANTASIA
 THURSDAY CLUB, THUNDERDOME, TETSUO RECORDS, TRANCE, MUSIC RESEARCH
 TIBET TEAM FRANKFURT, FUTURE & DESTINY, BOOTY BEATZ RECORDS, TRANCE, FANTASIA
 TIBET TEAM FRANKFURT, AUSTRALIA, BEATZ ONLY RECORDS, TRANCE, MUSIC MAIL
 TILLMANN UHRMACHER, ON THE RUN   , FOG AREA TRANCE, TRANCE, MUSIC HEAD
 TILLMANN UHRMACHER, ON THE RUN REMIXES, KONTOR RECORDS, TRANCE, MUSIC HEAD
 TILLMANN UHRMACHER, FRIENDS  , FOG AREA TRANCE, TRANCE, DEEJAY
 TILT, DARK SILENCE E.P., HOOJ CHOONS, TRANCE, MUSIC MAIL
 TIMEKEEPERS, THE FUTURE, SUCK ME PLASMA, TRANCE, MUSIC RESEARCH
 TIMO MAAS, DER SCHIEBER, 3 LANKA, TECHNO, FANTASIA
 T'N'T, I WILL NEVER BE YOURS, ACCELERATION, MAKINA, FANTASIA
 TOKYO GETTO PUSSY, FLY ME TO THE MOON, ZEITGEIST, TRANCE, MUSIC HEAD
 TOM WAX & JAN JAKARTA, WIZARDS OF SOUND, TECHNOCLUB RECORDS, TRANCE, MUSIC HEAD
 TOM WAX & JAN JAKARTA, READY TO EXPLODE, TEMPROGRESSIVE, TRANCE, CORTE INGLES
 TOMSKI feat JAN JOHNSTON, LOVE WILL COME, XTRAVAGANZA RECORDINGS, TRANCE, FANTASIA
 TONI FLASH, COCOOM, BIT MUSIC, MAKINA, FANTASIA
 TONY AGUILAR, THE CROWN, BLANCO Y NEGRO, DANCE, FANTASIA
 TONY DE VIT, SPLASHDOWN, TIDY TRAX, TECHNO, FANTASIA
 TONY H, ZOO FUTURE, MINDWORX RECORDINGS, TRANCE, INTERGROOVE
 TONY H, SICILIA ... YOU GOT IT!, BXR ITALY, TRANCE, FANTASIA
 TORO, GIVE ME ECSTASY, BLANCO Y NEGRO, EURODANCE, FANTASIA
 T.P.F.F., KEEP ON DOIN', MAX MUSIC, EURODANCE, FANTASIA
 TR JUNIOR, ROCK WITH ME, AMATO, TRANCE, FANTASIA
 TRANCE GENETIC, AROUND YOUR SPACE, PULSE RECORDS, TRANCE, MUSIC MAIL
 TRANCEFORMER feat NEIL, LUNATIC ANGEL, BLANCO Y NEGRO, EURODANCE, FANTASIA
 TRANCEMOTION, BLUE , UNDERWORLD RECORDS, TRANCE, MUSIC MAIL
 TRANCEPORT X, MOMENTS OF SILENCE, VALE MUSIC, HARDTRANCE, FANTASIA
 TRANSA, ROTATION, HOOK RECORDINGS, TRANCE, MUSIC HEAD
 TRAUMA, PARTY TIME, TIDY TRAX, TRANCE, FANTASIA
 TRIBAL JAM, DEMARRE LE SHOW, INTERCORD TON GMBH, HOUSE, INTERCORD
 TRIBAL NOISE, FOLLOW ME   , WICKED TUNES, TRANCE, MUSIC MAIL
 TRIBES OF SUPERIA, THE INVASION, VELVET VIBE RECORDS, TRANCE, PLASTIC
 TRIDIMENSIONAL, VAMONOS!, CLICK RECORDS, MAKINA, FANTASIA
 TUBE, WAKE UP, SHOGUN RECORDS, TRANCE, FANTASIA
 TUNNEL TRANCE FORCE, BLUE NIGHTS, TUNNEL RECORDS, HARDTRANCE, MUSIC MAIL
 TUNNEL TRANCE FORCE, WHITE NIGHTS, TUNNEL RECORDS, HARDTRANCE, FANTASIA
 TUNNEL TRANCE FORCE, YELLOW NIGHTS, TUNNEL RECORDS, HARDTRANCE, MUSIC MAIL
 TWENTY 4 SEVEN, ARE YOU DREAMING?, BLANCO Y NEGRO, EURODANCE, SEGUNDA MANO
 TWENTY 4 SEVEN, TAKE ME AWAY, CNR MUSIC, EURODANCE, FANTASIA
 TWENTY 4 SEVEN, LEAVE THEM ALONE, CNR MUSIC, EURODANCE, FANTASIA
